n1	n2	d1	d2	type	m	sig1	sig2	sigm	sdir	d1.c2	d2.c1	c1.c2	d1.p2	d2.p1	p1.p2	big2
160	80	0	0.2	s2or	25	25	4	24	25	24	21	25	25	25	25	6
320	80	0	0.2	raw	1000	43	218	76	496	740	370	943	818	811	998	418
320	80	0	0.2	sig1	43	43	8	23	21	28	14	40	31	31	42	8
320	80	0	0.2	bsln	21	21	5	20	21	21	14	21	21	21	21	8
320	80	0	0.2	sig2	5	5	5	5	5	5	1	5	5	5	5	5
320	80	0	0.2	big2	21	21	8	20	21	21	18	21	21	21	21	8
320	80	0	0.2	s2or	21	21	5	20	21	21	18	21	21	21	21	8
20	160	0	0.2	raw	1000	42	442	392	499	431	885	973	901	904	1000	248
20	160	0	0.2	sig1	42	42	15	13	17	0	13	25	13	13	42	0
20	160	0	0.2	bsln	17	17	9	13	17	0	13	17	13	13	17	0
20	160	0	0.2	sig2	9	9	9	9	9	0	8	9	8	8	9	0
20	160	0	0.2	big2	17	17	9	13	17	0	13	17	13	13	17	0
20	160	0	0.2	s2or	17	17	9	13	17	9	14	17	14	14	17	9
40	160	0	0.2	raw	1000	48	442	367	534	503	832	963	870	871	999	312
40	160	0	0.2	sig1	48	48	22	21	21	6	18	27	19	19	47	1
40	160	0	0.2	bsln	21	21	10	19	21	6	18	21	19	19	21	1
40	160	0	0.2	sig2	10	10	10	10	10	6	9	10	9	9	10	1
40	160	0	0.2	big2	21	21	10	19	21	6	18	21	19	19	21	1
40	160	0	0.2	s2or	21	21	10	19	21	10	19	21	20	20	21	10
80	160	0	0.2	raw	1000	44	442	312	520	532	732	960	841	840	998	377
80	160	0	0.2	sig1	44	44	18	23	26	17	23	34	25	25	42	3
80	160	0	0.2	bsln	26	26	11	23	26	17	23	26	25	25	26	3
80	160	0	0.2	sig2	11	11	11	11	11	11	11	11	11	11	11	3
80	160	0	0.2	big2	26	26	11	23	26	17	23	26	25	25	26	3
80	160	0	0.2	s2or	26	26	11	23	26	17	23	26	25	25	26	11
160	160	0	0.2	raw	1000	49	442	251	487	551	550	929	739	735	994	384
160	160	0	0.2	sig1	49	49	19	23	24	23	23	36	25	25	46	8
160	160	0	0.2	bsln	24	24	10	23	24	23	23	24	24	24	24	8
160	160	0	0.2	sig2	10	10	10	10	10	10	10	10	10	10	10	8
160	160	0	0.2	big2	24	24	10	23	24	23	23	24	24	24	24	8
160	160	0	0.2	s2or	24	24	10	23	24	23	23	24	24	24	24	10
320	160	0	0.2	raw	1000	43	442	179	502	551	365	887	687	682	994	444
320	160	0	0.2	sig1	43	43	18	19	19	18	16	31	24	24	41	11
320	160	0	0.2	bsln	19	19	8	18	19	18	16	19	19	19	19	11
320	160	0	0.2	sig2	8	8	8	8	8	8	6	8	8	8	8	8
320	160	0	0.2	big2	19	19	11	18	19	18	18	19	19	19	19	11
320	160	0	0.2	s2or	19	19	8	18	19	18	18	19	19	19	19	11
20	320	0	0.2	raw	1000	42	703	689	511	346	890	956	896	904	1000	239
20	320	0	0.2	sig1	42	42	27	28	18	0	12	17	12	13	42	0
20	320	0	0.2	bsln	18	18	12	17	18	0	12	16	12	13	18	0
20	320	0	0.2	sig2	12	12	12	12	12	0	10	12	10	11	12	0
20	320	0	0.2	big2	18	18	12	17	18	0	12	16	12	13	18	0
20	320	0	0.2	s2or	18	18	12	17	18	12	14	16	14	14	18	12
40	320	0	0.2	raw	1000	48	703	667	524	350	837	957	860	859	999	302
40	320	0	0.2	sig1	48	48	33	30	22	1	16	23	17	17	47	0
40	320	0	0.2	bsln	22	22	13	19	22	1	16	21	17	17	22	0
40	320	0	0.2	sig2	13	13	13	13	13	1	12	12	12	12	13	0
40	320	0	0.2	big2	22	22	13	19	22	1	16	21	17	17	22	0
40	320	0	0.2	s2or	22	22	13	19	22	13	17	22	18	18	22	13
80	320	0	0.2	raw	1000	44	703	611	518	388	768	946	838	836	997	393
80	320	0	0.2	sig1	44	44	36	27	26	15	23	27	25	25	42	0
80	320	0	0.2	bsln	26	26	19	25	26	15	23	26	25	25	26	0
80	320	0	0.2	sig2	19	19	19	19	19	15	19	19	19	19	19	0
80	320	0	0.2	big2	26	26	19	25	26	15	23	26	25	25	26	0
80	320	0	0.2	s2or	26	26	19	25	26	19	23	26	25	25	26	19
160	320	0	0.2	raw	1000	49	703	527	485	380	568	897	694	692	994	405
160	320	0	0.2	sig1	49	49	35	24	23	21	23	24	23	23	44	5
160	320	0	0.2	bsln	23	23	14	22	23	21	23	23	23	23	23	5
160	320	0	0.2	sig2	14	14	14	14	14	14	14	14	14	14	14	5
160	320	0	0.2	big2	23	23	14	22	23	21	23	23	23	23	23	5
160	320	0	0.2	s2or	23	23	14	22	23	21	23	23	23	23	23	14
320	320	0	0.2	raw	1000	43	703	409	496	335	334	834	567	564	987	451
320	320	0	0.2	sig1	43	43	28	18	19	17	17	25	19	19	38	11
320	320	0	0.2	bsln	19	19	12	18	19	17	17	19	19	19	19	11
320	320	0	0.2	sig2	12	12	12	12	12	11	11	12	12	12	12	11
320	320	0	0.2	big2	19	19	12	18	19	18	18	19	19	19	19	11
320	320	0	0.2	s2or	19	19	12	18	19	18	18	19	19	19	19	12
20	20	0.2	0.2	raw	1000	99	99	141	642	845	845	992	947	945	1000	293
20	20	0.2	0.2	sig1	99	99	11	63	78	60	63	95	84	84	99	4
20	20	0.2	0.2	bsln	78	78	10	63	78	60	63	78	76	76	78	4
20	20	0.2	0.2	sig2	10	10	10	10	10	10	10	10	10	10	10	4
20	20	0.2	0.2	big2	78	78	10	63	78	60	63	78	76	76	78	4
20	20	0.2	0.2	s2or	78	78	10	63	78	60	63	78	76	76	78	10
40	20	0.2	0.2	raw	1000	150	99	180	661	893	745	989	944	936	1000	386
40	20	0.2	0.2	sig1	150	150	19	99	108	116	96	146	130	132	150	24
40	20	0.2	0.2	bsln	108	108	17	96	108	108	96	108	108	108	108	24
40	20	0.2	0.2	sig2	17	17	17	17	17	17	16	17	17	17	17	16
40	20	0.2	0.2	big2	108	108	25	96	108	108	97	108	108	108	108	24
40	20	0.2	0.2	s2or	108	108	17	96	108	108	97	108	108	108	108	25
80	20	0.2	0.2	raw	1000	218	99	271	687	930	616	990	962	955	1000	459
80	20	0.2	0.2	sig1	218	218	26	186	173	197	139	215	205	204	218	66
80	20	0.2	0.2	bsln	173	173	24	167	173	172	139	173	173	172	173	66
80	20	0.2	0.2	sig2	24	24	24	24	24	23	10	24	24	23	24	23
80	20	0.2	0.2	big2	173	173	67	167	173	173	153	173	173	173	173	66
80	20	0.2	0.2	s2or	173	173	24	167	173	173	153	173	173	173	173	67
160	20	0.2	0.2	raw	1000	442	99	476	721	933	477	991	950	940	1000	498
160	20	0.2	0.2	sig1	442	442	41	404	323	410	210	440	419	417	442	173
160	20	0.2	0.2	bsln	323	323	40	320	323	319	210	323	321	319	323	173
160	20	0.2	0.2	sig2	40	40	40	40	40	36	0	40	38	36	40	40
160	20	0.2	0.2	big2	323	323	173	320	323	323	281	323	323	323	323	173
160	20	0.2	0.2	s2or	323	323	40	320	323	323	250	323	323	323	323	173
320	20	0.2	0.2	raw	1000	703	99	739	739	946	349	986	954	949	1000	514
320	20	0.2	0.2	sig1	703	703	73	689	522	666	248	695	673	669	703	330
320	20	0.2	0.2	bsln	522	522	70	521	522	505	248	519	508	505	522	330
320	20	0.2	0.2	sig2	70	70	70	70	70	53	0	67	56	53	70	70
320	20	0.2	0.2	big2	522	522	330	521	522	522	456	522	522	522	522	330
320	20	0.2	0.2	s2or	522	522	70	521	522	522	318	522	522	522	522	330
20	40	0.2	0.2	raw	1000	99	150	163	657	730	893	993	948	951	1000	266
20	40	0.2	0.2	sig1	99	99	19	48	75	30	55	93	75	78	99	0
20	40	0.2	0.2	bsln	75	75	17	48	75	30	55	74	70	73	75	0
20	40	0.2	0.2	sig2	17	17	17	17	17	14	17	17	17	17	17	0
20	40	0.2	0.2	big2	75	75	17	48	75	30	55	74	70	73	75	0
20	40	0.2	0.2	s2or	75	75	17	48	75	33	55	74	70	73	75	17
40	40	0.2	0.2	raw	1000	150	150	226	716	832	834	998	961	961	1000	360
40	40	0.2	0.2	sig1	150	150	23	94	124	92	97	148	133	135	150	12
40	40	0.2	0.2	bsln	124	124	23	93	124	92	97	124	122	123	124	12
40	40	0.2	0.2	sig2	23	23	23	23	23	23	23	23	23	23	23	12
40	40	0.2	0.2	big2	124	124	23	93	124	92	97	124	122	123	124	12
40	40	0.2	0.2	s2or	124	124	23	93	124	92	97	124	122	123	124	23
80	40	0.2	0.2	raw	1000	218	150	325	744	894	745	993	946	945	1000	431
80	40	0.2	0.2	sig1	218	218	29	177	175	182	142	213	193	194	218	43
80	40	0.2	0.2	bsln	175	175	29	162	175	171	142	175	174	174	175	43
80	40	0.2	0.2	sig2	29	29	29	29	29	29	24	29	29	29	29	28
80	40	0.2	0.2	big2	175	175	44	162	175	171	147	175	174	174	175	43
80	40	0.2	0.2	s2or	175	175	29	162	175	171	147	175	174	174	175	44
160	40	0.2	0.2	raw	1000	442	150	513	788	914	612	993	950	948	1000	463
160	40	0.2	0.2	sig1	442	442	54	397	353	409	274	437	422	422	442	131
160	40	0.2	0.2	bsln	353	353	52	346	353	351	274	353	352	352	353	131
160	40	0.2	0.2	sig2	52	52	52	52	52	51	21	52	51	51	52	52
160	40	0.2	0.2	big2	353	353	131	346	353	352	305	353	353	353	353	131
160	40	0.2	0.2	s2or	353	353	52	346	353	352	305	353	353	353	353	131
320	40	0.2	0.2	raw	1000	703	150	756	810	940	491	994	952	949	1000	503
320	40	0.2	0.2	sig1	703	703	106	684	576	663	351	698	671	670	703	319
320	40	0.2	0.2	bsln	576	576	103	572	576	570	351	576	572	571	576	319
320	40	0.2	0.2	sig2	103	103	103	103	103	97	3	103	99	98	103	103
320	40	0.2	0.2	big2	576	576	319	572	576	576	499	576	576	576	576	319
320	40	0.2	0.2	s2or	576	576	103	572	576	576	451	576	576	576	576	319
20	80	0.2	0.2	raw	1000	99	218	272	695	634	926	990	944	948	1000	247
20	80	0.2	0.2	sig1	99	99	20	53	89	4	58	92	64	68	99	0
20	80	0.2	0.2	bsln	89	89	18	53	89	4	58	88	64	68	89	0
20	80	0.2	0.2	sig2	18	18	18	18	18	4	18	18	18	18	18	0
20	80	0.2	0.2	big2	89	89	18	53	89	4	58	88	64	68	89	0
20	80	0.2	0.2	s2or	89	89	18	53	89	18	58	88	64	68	89	18
40	80	0.2	0.2	raw	1000	150	218	319	756	760	901	998	959	959	1000	333
40	80	0.2	0.2	sig1	150	150	25	94	134	58	101	150	129	129	150	1
40	80	0.2	0.2	bsln	134	134	25	94	134	58	101	134	126	126	134	1
40	80	0.2	0.2	sig2	25	25	25	25	25	25	25	25	25	25	25	1
40	80	0.2	0.2	big2	134	134	25	94	134	58	101	134	126	126	134	1
40	80	0.2	0.2	s2or	134	134	25	94	134	58	101	134	126	126	134	25
80	80	0.2	0.2	raw	1000	218	218	397	820	853	852	997	959	960	1000	422
80	80	0.2	0.2	sig1	218	218	51	181	199	164	165	217	202	203	218	26
80	80	0.2	0.2	bsln	199	199	51	179	199	164	165	198	193	193	199	26
80	80	0.2	0.2	sig2	51	51	51	51	51	51	51	51	51	51	51	26
80	80	0.2	0.2	big2	199	199	51	179	199	164	165	198	193	193	199	26
80	80	0.2	0.2	s2or	199	199	51	179	199	164	165	198	193	193	199	51
160	80	0.2	0.2	raw	1000	442	218	601	868	893	753	995	951	951	1000	444
160	80	0.2	0.2	sig1	442	442	92	405	399	388	324	439	420	420	442	105
160	80	0.2	0.2	bsln	399	399	92	391	399	376	324	399	393	393	399	105
160	80	0.2	0.2	sig2	92	92	92	92	92	90	81	92	92	92	92	77
160	80	0.2	0.2	big2	399	399	120	391	399	378	335	399	393	393	399	105
160	80	0.2	0.2	s2or	399	399	92	391	399	378	335	399	393	393	399	120
320	80	0.2	0.2	raw	1000	703	218	796	892	936	635	995	959	956	1000	487
320	80	0.2	0.2	sig1	703	703	165	680	627	663	446	700	676	675	703	275
320	80	0.2	0.2	bsln	627	627	165	622	627	615	446	626	621	620	627	275
320	80	0.2	0.2	sig2	165	165	165	165	165	154	77	164	160	159	165	160
320	80	0.2	0.2	big2	627	627	280	622	627	626	534	627	626	626	627	275
320	80	0.2	0.2	s2or	627	627	165	622	627	626	534	627	626	626	627	280
20	160	0.2	0.2	raw	1000	99	442	476	721	478	933	989	938	946	1000	228
20	160	0.2	0.2	sig1	99	99	40	60	93	0	56	89	57	63	99	0
20	160	0.2	0.2	bsln	93	93	37	60	93	0	56	88	57	63	93	0
20	160	0.2	0.2	sig2	37	37	37	37	37	0	31	37	31	32	37	0
20	160	0.2	0.2	big2	93	93	37	60	93	0	56	88	57	63	93	0
20	160	0.2	0.2	s2or	93	93	37	60	93	37	62	88	63	68	93	37
40	160	0.2	0.2	raw	1000	150	442	521	802	616	921	996	955	957	1000	311
40	160	0.2	0.2	sig1	150	150	64	112	142	21	116	147	127	129	150	0
40	160	0.2	0.2	bsln	142	142	62	112	142	21	116	142	127	129	142	0
40	160	0.2	0.2	sig2	62	62	62	62	62	21	60	62	60	61	62	0
40	160	0.2	0.2	big2	142	142	62	112	142	21	116	142	127	129	142	0
40	160	0.2	0.2	s2or	142	142	62	112	142	62	118	142	129	130	142	62
80	160	0.2	0.2	raw	1000	218	442	578	870	739	888	994	953	953	1000	425
80	160	0.2	0.2	sig1	218	218	95	184	210	115	171	214	194	194	218	14
80	160	0.2	0.2	bsln	210	210	95	184	210	115	171	208	192	192	210	14
80	160	0.2	0.2	sig2	95	95	95	95	95	84	94	95	95	95	95	14
80	160	0.2	0.2	big2	210	210	95	184	210	115	171	208	192	192	210	14
80	160	0.2	0.2	s2or	210	210	95	184	210	126	172	208	192	192	210	95
160	160	0.2	0.2	raw	1000	442	442	702	928	810	811	995	937	938	1000	459
160	160	0.2	0.2	sig1	442	442	195	409	423	349	351	440	409	412	442	96
160	160	0.2	0.2	bsln	423	423	195	406	423	349	351	423	402	405	423	96
160	160	0.2	0.2	sig2	195	195	195	195	195	190	189	195	195	195	195	96
160	160	0.2	0.2	big2	423	423	195	406	423	352	355	423	402	405	423	96
160	160	0.2	0.2	s2or	423	423	195	406	423	354	357	423	402	405	423	195
320	160	0.2	0.2	raw	1000	703	442	861	958	899	750	999	952	949	1000	490
320	160	0.2	0.2	sig1	703	703	314	688	682	651	557	703	677	677	703	270
320	160	0.2	0.2	bsln	682	682	314	678	682	646	557	682	668	668	682	270
320	160	0.2	0.2	sig2	314	314	314	314	314	303	271	314	310	310	314	232
320	160	0.2	0.2	big2	682	682	352	678	682	657	596	682	672	672	682	270
320	160	0.2	0.2	s2or	682	682	314	678	682	657	600	682	672	672	682	352
20	320	0.2	0.2	raw	1000	99	703	727	741	359	939	983	940	947	1000	232
20	320	0.2	0.2	sig1	99	99	66	76	92	0	55	83	54	60	99	0
20	320	0.2	0.2	bsln	92	92	61	73	92	0	55	83	54	60	92	0
20	320	0.2	0.2	sig2	61	61	61	61	61	0	45	57	44	47	61	0
20	320	0.2	0.2	big2	92	92	61	73	92	0	55	83	54	60	92	0
20	320	0.2	0.2	s2or	92	92	61	73	92	61	71	87	71	74	92	61
40	320	0.2	0.2	raw	1000	150	703	758	812	483	940	989	952	957	1000	320
40	320	0.2	0.2	sig1	150	150	103	130	142	2	117	141	121	125	150	0
40	320	0.2	0.2	bsln	142	142	99	127	142	2	117	140	121	125	142	0
40	320	0.2	0.2	sig2	99	99	99	99	99	2	91	99	93	96	99	0
40	320	0.2	0.2	big2	142	142	99	127	142	2	117	140	121	125	142	0
40	320	0.2	0.2	s2or	142	142	99	127	142	99	125	140	127	128	142	99
80	320	0.2	0.2	raw	1000	218	703	801	894	624	926	991	950	952	1000	389
80	320	0.2	0.2	sig1	218	218	157	204	215	70	187	214	195	197	218	5
80	320	0.2	0.2	bsln	215	215	157	204	215	70	187	212	195	197	215	5
80	320	0.2	0.2	sig2	157	157	157	157	157	70	143	157	146	148	157	5
80	320	0.2	0.2	big2	215	215	157	204	215	70	187	212	195	197	215	5
80	320	0.2	0.2	s2or	215	215	157	204	215	157	201	212	206	206	215	157
160	320	0.2	0.2	raw	1000	442	703	875	956	749	900	995	946	949	999	455
160	320	0.2	0.2	sig1	442	442	314	427	438	312	387	438	411	414	441	70
160	320	0.2	0.2	bsln	438	438	314	427	438	312	387	435	409	412	438	70
160	320	0.2	0.2	sig2	314	314	314	314	314	271	304	313	306	306	314	70
160	320	0.2	0.2	big2	438	438	314	427	438	314	387	435	409	412	438	70
160	320	0.2	0.2	s2or	438	438	314	427	438	355	397	436	417	420	438	314
320	320	0.2	0.2	raw	1000	703	703	935	984	829	829	991	942	942	999	505
320	320	0.2	0.2	sig1	703	703	494	697	698	600	600	699	672	672	702	260
320	320	0.2	0.2	bsln	698	698	494	696	698	600	600	695	669	669	698	260
320	320	0.2	0.2	sig2	494	494	494	494	494	470	470	494	490	490	494	260
320	320	0.2	0.2	big2	698	698	494	696	698	611	611	695	672	672	698	260
320	320	0.2	0.2	s2or	698	698	494	696	698	624	624	695	673	673	698	494
20	20	0.5	0.2	raw	1000	352	99	324	711	726	742	982	887	895	999	217
20	20	0.5	0.2	sig1	352	352	38	216	259	156	170	336	256	265	351	14
20	20	0.5	0.2	bsln	259	259	36	209	259	156	170	257	238	240	259	14
20	20	0.5	0.2	sig2	36	36	36	36	36	36	36	36	36	36	36	14
20	20	0.5	0.2	big2	259	259	36	209	259	156	170	257	238	240	259	14
20	20	0.5	0.2	s2or	259	259	36	209	259	156	170	257	238	240	259	36
40	20	0.5	0.2	raw	1000	629	99	593	733	791	604	973	868	874	999	221
40	20	0.5	0.2	sig1	629	629	63	517	468	448	320	602	506	515	628	68
40	20	0.5	0.2	bsln	468	468	58	449	468	422	320	468	456	462	468	68
40	20	0.5	0.2	sig2	58	58	58	58	58	57	54	58	58	58	58	43
40	20	0.5	0.2	big2	468	468	83	449	468	423	323	468	456	462	468	68
40	20	0.5	0.2	s2or	468	468	58	449	468	423	324	468	456	462	468	83
80	20	0.5	0.2	raw	1000	884	99	868	742	809	480	960	867	871	998	210
80	20	0.5	0.2	sig1	884	884	85	839	661	698	406	844	753	760	882	156
80	20	0.5	0.2	bsln	661	661	79	656	661	628	406	661	646	650	661	156
80	20	0.5	0.2	sig2	79	79	79	79	79	78	47	79	78	78	79	71
80	20	0.5	0.2	big2	661	661	164	656	661	629	438	661	647	651	661	156
80	20	0.5	0.2	s2or	661	661	79	656	661	629	438	661	647	651	661	164
160	20	0.5	0.2	raw	1000	995	99	996	743	824	353	952	856	858	997	203
160	20	0.5	0.2	sig1	995	995	97	994	740	820	352	948	852	854	992	201
160	20	0.5	0.2	bsln	740	740	92	740	740	730	352	740	737	737	740	201
160	20	0.5	0.2	sig2	92	92	92	92	92	89	29	92	89	89	92	90
160	20	0.5	0.2	big2	740	740	203	740	740	733	422	740	740	740	740	201
160	20	0.5	0.2	s2or	740	740	92	740	740	733	415	740	740	740	740	203
320	20	0.5	0.2	raw	1000	1000	99	1000	743	843	249	926	861	864	998	190
320	20	0.5	0.2	sig1	1000	1000	99	1000	743	843	249	926	861	864	998	190
320	20	0.5	0.2	bsln	743	743	93	743	743	737	249	742	740	740	743	190
320	20	0.5	0.2	sig2	93	93	93	93	93	91	14	92	92	91	93	92
320	20	0.5	0.2	big2	743	743	191	743	743	739	339	743	741	742	743	190
320	20	0.5	0.2	s2or	743	743	93	743	743	739	328	743	741	742	743	191
20	40	0.5	0.2	raw	1000	352	150	355	790	628	784	980	868	886	998	169
20	40	0.5	0.2	sig1	352	352	57	213	295	88	175	332	230	248	350	0
20	40	0.5	0.2	bsln	295	295	57	213	295	88	175	286	217	233	294	0
20	40	0.5	0.2	sig2	57	57	57	57	57	39	50	57	54	55	57	0
20	40	0.5	0.2	big2	295	295	57	213	295	88	175	286	217	233	294	0
20	40	0.5	0.2	s2or	295	295	57	213	295	106	182	286	220	235	294	57
40	40	0.5	0.2	raw	1000	629	150	601	810	635	649	965	830	844	997	151
40	40	0.5	0.2	sig1	629	629	98	499	514	305	320	594	465	479	626	24
40	40	0.5	0.2	bsln	514	514	94	478	514	305	320	509	437	449	514	24
40	40	0.5	0.2	sig2	94	94	94	94	94	90	91	94	94	94	94	24
40	40	0.5	0.2	big2	514	514	94	478	514	305	320	509	437	449	514	24
40	40	0.5	0.2	s2or	514	514	94	478	514	309	323	509	437	449	514	94
80	40	0.5	0.2	raw	1000	884	150	875	817	698	512	940	804	809	994	140
80	40	0.5	0.2	sig1	884	884	131	828	720	588	416	824	691	696	878	82
80	40	0.5	0.2	bsln	720	720	126	708	720	575	416	718	648	652	720	82
80	40	0.5	0.2	sig2	126	126	126	126	126	126	120	126	126	126	126	64
80	40	0.5	0.2	big2	720	720	144	708	720	575	420	718	648	652	720	82
80	40	0.5	0.2	s2or	720	720	126	708	720	575	422	718	648	652	720	144
160	40	0.5	0.2	raw	1000	995	150	993	818	732	374	922	791	800	996	114
160	40	0.5	0.2	sig1	995	995	149	992	815	727	372	917	786	795	991	112
160	40	0.5	0.2	bsln	815	815	144	815	815	710	372	810	750	756	815	112
160	40	0.5	0.2	sig2	144	144	144	144	144	144	120	144	144	144	144	88
160	40	0.5	0.2	big2	815	815	168	815	815	710	391	810	750	756	815	112
160	40	0.5	0.2	s2or	815	815	144	815	815	710	396	810	750	756	815	168
320	40	0.5	0.2	raw	1000	1000	150	1000	818	723	264	889	753	762	994	112
320	40	0.5	0.2	sig1	1000	1000	150	1000	818	723	264	889	753	762	994	112
320	40	0.5	0.2	bsln	818	818	145	818	818	715	264	810	738	745	818	112
320	40	0.5	0.2	sig2	145	145	145	145	145	145	117	145	145	145	145	95
320	40	0.5	0.2	big2	818	818	162	818	818	715	292	810	738	745	818	112
320	40	0.5	0.2	s2or	818	818	145	818	818	715	292	810	738	745	818	162
20	80	0.5	0.2	raw	1000	352	218	398	848	460	800	964	836	852	999	138
20	80	0.5	0.2	sig1	352	352	84	212	319	25	170	316	195	211	351	0
20	80	0.5	0.2	bsln	319	319	84	212	319	25	170	288	194	209	318	0
20	80	0.5	0.2	sig2	84	84	84	84	84	25	74	82	76	76	84	0
20	80	0.5	0.2	big2	319	319	84	212	319	25	170	288	194	209	318	0
20	80	0.5	0.2	s2or	319	319	84	212	319	84	180	290	202	217	318	84
40	80	0.5	0.2	raw	1000	629	218	643	890	464	667	943	768	785	999	118
40	80	0.5	0.2	sig1	629	629	133	476	558	142	307	572	398	415	628	8
40	80	0.5	0.2	bsln	558	558	133	473	558	142	307	533	396	413	558	8
40	80	0.5	0.2	sig2	133	133	133	133	133	91	120	133	126	127	133	8
40	80	0.5	0.2	big2	558	558	133	473	558	142	307	533	396	413	558	8
40	80	0.5	0.2	s2or	558	558	133	473	558	184	320	533	403	419	558	133
80	80	0.5	0.2	raw	1000	884	218	869	899	492	501	928	717	729	997	88
80	80	0.5	0.2	sig1	884	884	191	814	793	384	393	812	602	614	881	45
80	80	0.5	0.2	bsln	793	793	191	766	793	384	393	760	593	604	793	45
80	80	0.5	0.2	sig2	191	191	191	191	191	167	167	191	184	186	191	45
80	80	0.5	0.2	big2	793	793	191	766	793	384	393	760	593	604	793	45
80	80	0.5	0.2	s2or	793	793	191	766	793	408	417	760	600	609	793	191
160	80	0.5	0.2	raw	1000	995	218	994	900	517	341	888	676	691	993	57
160	80	0.5	0.2	sig1	995	995	218	992	897	512	338	883	671	686	988	55
160	80	0.5	0.2	bsln	897	897	218	896	897	512	338	852	669	684	897	55
160	80	0.5	0.2	sig2	218	218	218	218	218	205	173	218	215	215	218	53
160	80	0.5	0.2	big2	897	897	220	896	897	513	342	852	669	684	897	55
160	80	0.5	0.2	s2or	897	897	218	896	897	525	383	852	672	687	897	220
320	80	0.5	0.2	raw	1000	1000	218	1000	900	511	192	819	593	600	988	38
320	80	0.5	0.2	sig1	1000	1000	218	1000	900	511	192	819	593	600	988	38
320	80	0.5	0.2	bsln	900	900	218	900	900	511	192	805	592	599	898	38
320	80	0.5	0.2	sig2	218	218	218	218	218	215	140	217	217	217	218	38
320	80	0.5	0.2	big2	900	900	218	900	900	512	199	805	592	599	898	38
320	80	0.5	0.2	s2or	900	900	218	900	900	514	270	806	593	600	898	218
20	160	0.5	0.2	raw	1000	352	442	584	914	359	821	944	830	847	997	138
20	160	0.5	0.2	sig1	352	352	142	247	342	1	175	296	183	200	349	0
20	160	0.5	0.2	bsln	342	342	142	247	342	1	175	289	183	200	339	0
20	160	0.5	0.2	sig2	142	142	142	142	142	1	102	137	104	114	142	0
20	160	0.5	0.2	big2	342	342	142	247	342	1	175	289	183	200	339	0
20	160	0.5	0.2	s2or	342	342	142	247	342	142	215	294	221	228	339	142
40	160	0.5	0.2	raw	1000	629	442	731	954	326	694	920	742	762	999	109
40	160	0.5	0.2	sig1	629	629	269	505	603	46	326	549	372	392	628	0
40	160	0.5	0.2	bsln	603	603	269	505	603	46	326	536	372	392	603	0
40	160	0.5	0.2	sig2	269	269	269	269	269	46	201	253	210	220	269	0
40	160	0.5	0.2	big2	603	603	269	505	603	46	326	536	372	392	603	0
40	160	0.5	0.2	s2or	603	603	269	505	603	269	394	552	431	441	603	269
80	160	0.5	0.2	raw	1000	884	442	896	963	342	527	877	662	674	991	70
80	160	0.5	0.2	sig1	884	884	384	822	850	241	412	761	546	558	875	18
80	160	0.5	0.2	bsln	850	850	384	816	850	241	412	748	544	556	843	18
80	160	0.5	0.2	sig2	384	384	384	384	384	193	279	376	324	326	384	18
80	160	0.5	0.2	big2	850	850	384	816	850	241	412	748	544	556	843	18
80	160	0.5	0.2	s2or	850	850	384	816	850	432	517	756	604	614	843	384
160	160	0.5	0.2	raw	1000	995	442	996	964	315	323	831	543	550	976	39
160	160	0.5	0.2	sig1	995	995	439	991	959	310	318	826	538	545	971	36
160	160	0.5	0.2	bsln	959	959	439	958	959	310	318	824	537	544	947	36
160	160	0.5	0.2	sig2	439	439	439	439	439	248	254	434	357	362	439	36
160	160	0.5	0.2	big2	959	959	439	958	959	310	318	824	537	544	947	36
160	160	0.5	0.2	s2or	959	959	439	958	959	501	503	829	619	621	947	439
320	160	0.5	0.2	raw	1000	1000	442	1000	964	291	147	729	427	440	957	14
320	160	0.5	0.2	sig1	1000	1000	442	1000	964	291	147	729	427	440	957	14
320	160	0.5	0.2	bsln	964	964	442	964	964	291	147	729	427	440	944	14
320	160	0.5	0.2	sig2	442	442	442	442	442	255	141	430	332	343	442	14
320	160	0.5	0.2	big2	964	964	442	964	964	291	148	729	427	440	944	14
320	160	0.5	0.2	s2or	964	964	442	964	964	478	448	741	537	539	944	442
20	320	0.5	0.2	raw	1000	352	703	806	934	245	819	915	810	833	999	130
20	320	0.5	0.2	sig1	352	352	244	303	350	0	175	267	165	188	351	0
20	320	0.5	0.2	bsln	350	350	244	303	350	0	175	267	165	188	349	0
20	320	0.5	0.2	sig2	244	244	244	244	244	0	143	198	137	150	243	0
20	320	0.5	0.2	big2	350	350	244	303	350	0	175	267	165	188	349	0
20	320	0.5	0.2	s2or	350	350	244	303	350	244	276	313	272	282	350	244
40	320	0.5	0.2	raw	1000	629	703	863	982	219	706	892	731	747	998	81
40	320	0.5	0.2	sig1	629	629	445	567	624	8	336	521	360	376	627	0
40	320	0.5	0.2	bsln	624	624	445	567	624	8	336	520	360	376	622	0
40	320	0.5	0.2	sig2	445	445	445	445	445	8	278	392	293	303	444	0
40	320	0.5	0.2	big2	624	624	445	567	624	8	336	520	360	376	622	0
40	320	0.5	0.2	s2or	624	624	445	567	624	445	503	573	512	518	623	445
80	320	0.5	0.2	raw	1000	884	703	945	991	199	532	827	594	603	979	46
80	320	0.5	0.2	sig1	884	884	626	851	876	101	416	711	478	487	863	3
